           1         128
   9.1238400000000E+14   3.9528470752105E+03   4.9035665432864E-15   1.0368574437728E-04   3.2000000000000E+04   0.0000000000000E+00  128
   9.0614700000000E+14   3.9664274487249E+03   5.1795667982878E-15   1.0989803237694E-04   3.1781250000000E+04   0.0000000000000E+00  127
   8.9991000000000E+14   3.9801487608400E+03   5.4731715005841E-15   1.1652935026985E-04   3.1562500000000E+04   0.0000000000000E+00  126
   8.9367300000000E+14   3.9940134663384E+03   5.7856374231271E-15   1.2361116572340E-04   3.1343750000000E+04   0.0000000000000E+00  125
   8.8743600000000E+14   4.0080240802810E+03   6.1183207545616E-15   1.3117755353168E-04   3.1125000000000E+04   0.0000000000000E+00  124
   8.8119900000000E+14   4.0221831799237E+03   6.4726857414120E-15   1.3926543212792E-04   3.0906250000000E+04   0.0000000000000E+00  123
   8.7496200000000E+14   4.0364934067088E+03   6.8503141501496E-15   1.4791482344042E-04   3.0687500000000E+04   0.0000000000000E+00  122
   8.6872500000000E+14   4.0509574683347E+03   7.2529156335268E-15   1.5716913858498E-04   3.0468750000000E+04   0.0000000000000E+00  121
   8.6248800000000E+14   4.0655781409087E+03   7.6823390949401E-15   1.6707549217375E-04   3.0250000000000E+04   0.0000000000000E+00  120
   8.5625100000000E+14   4.0803582711850E+03   8.1405851550800E-15   1.7768504834215E-04   3.0031250000000E+04   0.0000000000000E+00  119
   8.5001400000000E+14   4.0953007788930E+03   8.6298198368799E-15   1.8905340195811E-04   2.9812500000000E+04   0.0000000000000E+00  118
   8.4377700000000E+14   4.1104086591604E+03   9.1523895979632E-15   2.0124099888493E-04   2.9593750000000E+04   0.0000000000000E+00  117
   8.3754000000000E+14   4.1256849850352E+03   9.7108378545752E-15   2.1431359962832E-04   2.9375000000000E+04   0.0000000000000E+00  116
   8.3130300000000E+14   4.1411329101113E+03   1.0307923157604E-14   2.2834279121522E-04   2.9156250000000E+04   0.0000000000000E+00  115
